序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
1535,603043,广州酒家,16.22,0.37%,0.49%,2423.70万,2095.92万,327.77万,4519.62万
1536,600015,华夏银行,8.03,0.37%,0.19%,1.30亿,1.05亿,2464.53万,2.35亿
1537,2332,仙琚制药,10.74,0.37%,3.50%,1.86亿,1.82亿,393.07万,3.69亿
1538,2268,电科网安,18.74,0.37%,2.03%,1.49亿,1.71亿,-2111.87万,3.20亿
1539,166,申万宏源,5.41,0.37%,0.30%,1.86亿,1.73亿,1287.64万,3.64亿
1540,78,海王生物,2.73,0.37%,2.08%,7241.00万,7720.81万,-479.81万,1.51亿
1541,603057,紫燕食品,22.04,0.36%,3.39%,2720.49万,2341.12万,379.37万,5061.61万
1542,688525,佰维存储,66.12,0.36%,4.13%,4.35亿,4.34亿,53.66万,8.69亿
1543,797,中国武夷,2.77,0.36%,1.53%,3809.21万,2861.17万,948.05万,6670.38万
1544,601011,宝泰隆,2.8,0.36%,1.36%,3514.28万,3748.25万,-233.98万,7262.53万
1545,603989,艾华集团,16.66,0.36%,0.93%,2642.23万,3548.08万,-905.85万,6190.31万
1546,603983,丸美生物,41.93,0.36%,0.60%,4352.55万,5698.09万,-1345.54万,1.01亿
1547,603833,欧派家居,52.92,0.36%,0.62%,1.02亿,9912.48万,306.77万,2.01亿
1548,603016,新宏泰,27.6,0.36%,1.73%,3605.07万,3474.34万,130.73万,7079.43万
1549,601727,上海电气,8.39,0.36%,2.48%,13.66亿,12.68亿,9825.60万,26.34亿
1550,300101,振芯科技,24.92,0.36%,2.26%,1.62亿,1.55亿,768.94万,3.17亿
1551,2635,安洁科技,14.02,0.36%,2.29%,6340.85万,6295.35万,45.50万,1.26亿
1552,2339,积成电子,8.33,0.36%,2.70%,5286.70万,5454.96万,-168.26万,1.07亿
1553,2236,大华股份,16.6,0.36%,1.65%,3.08亿,2.71亿,3636.85万,5.79亿
1554,623,吉林敖东,19.29,0.36%,1.36%,1.61亿,1.50亿,1093.80万,3.12亿
1555,600941,中国移动,109.36,0.35%,1.09%,5.70亿,5.05亿,6539.76万,10.75亿
1556,605069,正和生态,11.4,0.35%,10.09%,4679.71万,5003.47万,-323.76万,9683.17万
1557,600149,廊坊发展,5.71,0.35%,2.82%,3232.20万,2881.06万,351.14万,6113.25万
1558,300983,尤安设计,22.85,0.35%,0.86%,937.66万,1388.18万,-450.52万,2325.85万
1559,3039,顺控发展,14.2,0.35%,0.54%,2583.66万,2097.08万,486.58万,4680.74万
1560,688389,普门科技,14.5,0.35%,1.90%,5735.66万,6109.69万,-374.03万,1.18亿
1561,603127,昭衍新药,31.33,0.35%,4.41%,3.94亿,4.73亿,-7884.06万,8.67亿
1562,603836,海程邦达,14.2,0.35%,1.59%,2695.02万,1956.19万,738.83万,4651.20万
1563,600805,悦达投资,5.7,0.35%,1.39%,3472.45万,3260.51万,211.94万,6732.96万
1564,600158,中体产业,8.66,0.35%,1.90%,7913.91万,7831.98万,81.93万,1.57亿
1565,600018,上港集团,5.77,0.35%,0.13%,1.10亿,6127.72万,4862.70万,1.71亿
1566,300772,运达股份,14.37,0.35%,4.33%,2.23亿,2.09亿,1407.26万,4.31亿
1567,300366,创意信息,8.58,0.35%,9.60%,2.00亿,2.36亿,-3671.83万,4.36亿
1568,300278,华昌达,5.81,0.35%,2.69%,1.07亿,1.13亿,-552.13万,2.20亿
1569,2405,四维图新,8.57,0.35%,1.43%,1.39亿,1.48亿,-945.88万,2.87亿
1570,2015,协鑫能科,11.6,0.35%,2.14%,1.97亿,2.05亿,-804.09万,4.02亿
1571,1260,坤泰股份,20.82,0.34%,5.19%,1772.38万,1649.27万,123.11万,3421.65万
1572,605162,新中港,8.94,0.34%,1.94%,3459.90万,3452.07万,7.82万,6911.97万
1573,603551,奥普科技,11.66,0.34%,0.36%,796.78万,830.02万,-33.23万,1626.80万
1574,603803,瑞斯康达,8.89,0.34%,1.90%,3563.63万,3596.07万,-32.43万,7159.70万
1575,600901,江苏金租,5.87,0.34%,0.56%,1.06亿,8466.69万,2140.89万,1.91亿
1576,600030,中信证券,29.48,0.34%,0.67%,13.41亿,10.75亿,2.67亿,24.16亿
1577,2419,天虹股份,5.93,0.34%,1.66%,5387.89万,6129.74万,-741.85万,1.15亿
1578,70,特发信息,9.08,0.33%,15.61%,6.03亿,6.56亿,-5362.94万,12.71亿
1579,809,和展能源,3.01,0.33%,1.16%,1304.47万,1574.20万,-269.73万,2878.67万
1580,301560,众捷汽车,36.45,0.33%,9.01%,3616.07万,3996.00万,-379.94万,7612.08万
1581,688582,芯动联科,65.95,0.33%,2.47%,1.89亿,2.14亿,-2465.10万,4.03亿
1582,300065,海兰信,18.1,0.33%,7.86%,4.29亿,5.05亿,-7633.83万,9.34亿
1583,688296,和达科技,15.36,0.33%,2.82%,2773.29万,1852.77万,920.52万,4626.06万
1584,600622,光大嘉宝,3.03,0.33%,2.72%,6071.29万,6264.57万,-193.28万,1.23亿
1585,688450,光格科技,30.7,0.33%,1.34%,891.56万,1110.74万,-219.19万,2002.30万
1586,603083,剑桥科技,51.78,0.33%,8.26%,5.76亿,5.64亿,1161.66万,11.40亿
1587,603045,福达合金,18.45,0.33%,2.91%,3458.70万,3779.65万,-320.95万,7238.35万
1588,601788,光大证券,18.3,0.33%,0.84%,3.07亿,2.95亿,1239.16万,6.02亿
1589,600981,汇鸿集团,3.06,0.33%,1.17%,3989.31万,4089.12万,-99.81万,8078.44万
1590,600643,爱建集团,6.16,0.33%,1.86%,9195.07万,8945.09万,249.98万,1.81亿
1591,600187,国中水务,3.04,0.33%,1.72%,3447.46万,4947.90万,-1500.44万,8395.37万
1592,300768,迪普科技,18.14,0.33%,2.17%,7610.03万,8890.04万,-1280.01万,1.65亿
1593,672,上峰水泥,9.22,0.33%,1.19%,5264.44万,5309.41万,-44.98万,1.06亿
1594,524,岭南控股,12.64,0.32%,2.43%,9755.34万,1.01亿,-363.58万,2.05亿
1595,688768,容知日新,52.98,0.32%,1.96%,3855.20万,5210.46万,-1355.26万,9065.67万
1596,301608,博实结,84.26,0.32%,4.21%,6769.41万,7325.04万,-555.63万,1.41亿
1597,603665,康隆达,28.05,0.32%,1.15%,2220.84万,2919.90万,-699.06万,5140.73万
1598,601811,新华文轩,15.58,0.32%,0.22%,1486.56万,1228.90万,257.66万,2715.46万
1599,600909,华安证券,6.19,0.32%,0.65%,1.09亿,7941.48万,2998.11万,1.89亿
1600,600365,ST通葡,3.18,0.32%,0.72%,526.62万,448.77万,77.85万,975.40万
1601,300291,百纳千成,6.18,0.32%,2.84%,7556.79万,8705.88万,-1149.09万,1.63亿
1602,300170,汉得信息,18.6,0.32%,5.05%,4.39亿,4.72亿,-3256.93万,9.11亿
1603,2856,美芝股份,12.44,0.32%,3.04%,2344.61万,2193.99万,150.62万,4538.60万
1604,659,珠海中富,3.1,0.32%,2.72%,4873.83万,5910.26万,-1036.43万,1.08亿
1605,1270,*ST铖昌,42.69,0.31%,2.38%,1.01亿,1.06亿,-515.63万,2.06亿
1606,2986,宇新股份,12.96,0.31%,1.84%,3289.42万,3870.72万,-581.30万,7160.15万
1607,3000,劲仔食品,12.83,0.31%,2.73%,5467.68万,5078.51万,389.17万,1.05亿
1608,603993,洛阳钼业,9.85,0.31%,0.68%,6.12亿,5.51亿,6114.11万,11.63亿
1609,601997,贵阳银行,6.4,0.31%,0.88%,1.07亿,9729.16万,1020.59万,2.05亿
1610,600233,圆通速递,16.42,0.31%,1.17%,3.32亿,3.26亿,593.80万,6.58亿
1611,600132,重庆啤酒,55.42,0.31%,0.73%,9784.61万,9899.62万,-115.00万,1.97亿
1612,300674,宇信科技,26.21,0.31%,3.21%,2.93亿,2.95亿,-287.59万,5.88亿
1613,300541,先进数通,16.05,0.31%,6.21%,1.81亿,2.02亿,-2080.30万,3.83亿
1614,2759,天际股份,9.74,0.31%,6.23%,1.41亿,1.62亿,-2098.60万,3.03亿
1615,2045,国光电器,16.41,0.31%,4.17%,1.90亿,1.93亿,-337.16万,3.83亿
1616,688620,安凯微,13.58,0.30%,5.44%,7421.70万,9629.57万,-2207.87万,1.71亿
1617,603801,志邦家居,10.12,0.30%,1.88%,4315.33万,3977.16万,338.17万,8292.50万
1618,603788,宁波高发,16.8,0.30%,1.66%,3140.63万,3090.69万,49.94万,6231.33万
1619,603721,*ST天择,19.9,0.30%,1.48%,2016.45万,1801.58万,214.88万,3818.03万
1620,61,农产品,6.69,0.30%,0.52%,2953.07万,2888.09万,64.98万,5878.70万
1621,603259,药明康德,91.5,0.30%,1.50%,16.68亿,17.13亿,-4454.00万,33.81亿
1622,603042,华脉科技,16.5,0.30%,7.10%,9749.19万,9068.01万,681.18万,1.88亿
1623,601228,广州港,3.38,0.30%,0.31%,4528.48万,3392.07万,1136.40万,7920.55万
1624,600694,大商股份,19.96,0.30%,1.61%,5811.02万,5335.56万,475.46万,1.11亿
1625,600520,三佳科技,29.71,0.30%,2.49%,5432.75万,6277.80万,-845.05万,1.17亿
1626,600183,生益科技,40.2,0.30%,1.33%,6.32亿,6.48亿,-1539.52万,12.80亿
1627,2404,嘉欣丝绸,6.7,0.30%,1.30%,1751.48万,2224.61万,-473.13万,3976.10万
1628,555,神州信息,13.19,0.30%,1.73%,1.16亿,9965.95万,1587.96万,2.21亿
1629,603861,白云电器,9.96,0.30%,3.51%,7880.84万,9011.11万,-1130.26万,1.69亿
1630,688361,中科飞测,83.21,0.29%,2.13%,1.95亿,2.44亿,-4950.93万,4.39亿
1631,688573,信宇人,31.1,0.29%,13.47%,9544.53万,1.18亿,-2242.29万,2.13亿
1632,301087,可孚医疗,38.16,0.29%,1.15%,4327.19万,4208.80万,118.39万,8535.99万
1633,688113,联测科技,41.6,0.29%,1.50%,1873.30万,2115.41万,-242.11万,3988.70万
1634,688358,祥生医疗,34.7,0.29%,2.29%,4187.37万,4827.35万,-639.98万,9014.73万
1635,600725,云维股份,3.4,0.29%,1.48%,3223.62万,2974.42万,249.20万,6198.04万
1636,603880,南卫股份,7.03,0.29%,3.19%,3005.89万,3521.46万,-515.57万,6527.35万
1637,603755,日辰股份,27.27,0.29%,0.76%,972.30万,1080.09万,-107.79万,2052.39万
1638,603318,水发燃气,7.0,0.29%,2.47%,3307.11万,3352.67万,-45.56万,6659.77万
1639,600261,阳光照明,3.46,0.29%,0.80%,1724.50万,1956.72万,-232.22万,3681.22万
1640,600033,福建高速,3.51,0.29%,0.41%,1380.22万,2557.62万,-1177.40万,3937.85万
1641,300482,万孚生物,24.38,0.29%,2.60%,1.39亿,1.35亿,351.49万,2.74亿
1642,2208,合肥城建,6.97,0.29%,1.64%,4358.70万,4833.42万,-474.72万,9192.12万
1643,2170,芭田股份,10.34,0.29%,1.87%,6639.97万,8464.71万,-1824.74万,1.51亿
1644,422,湖北宜化,13.6,0.29%,2.69%,1.84亿,1.98亿,-1435.53万,3.85亿
1645,415,渤海租赁,3.5,0.29%,1.16%,1.02亿,1.12亿,-1002.13万,2.20亿
1646,1382,新亚电缆,21.65,0.28%,5.11%,3234.68万,3414.93万,-180.25万,6649.61万
1647,663,永安林业,7.16,0.28%,5.55%,6519.93万,5694.21万,825.72万,1.22亿
1648,688121,卓然股份,14.48,0.28%,1.65%,1825.90万,2993.74万,-1167.84万,4819.65万
1649,301335,天元宠物,32.18,0.28%,8.71%,6867.25万,7457.54万,-590.29万,1.43亿
1650,301029,怡合达,25.24,0.28%,2.38%,1.28亿,1.49亿,-2140.02万,2.77亿
1651,603296,华勤技术,83.19,0.28%,1.52%,3.37亿,3.87亿,-5045.80万,7.23亿
1652,300053,航宇微,14.3,0.28%,6.14%,2.66亿,3.01亿,-3573.53万,5.67亿
1653,688117,圣诺生物,40.05,0.28%,3.89%,1.05亿,1.39亿,-3439.67万,2.44亿
1654,688338,赛科希德,28.38,0.28%,1.94%,2930.81万,2897.69万,33.12万,5828.49万
1655,688208,道通科技,35.6,0.28%,1.42%,1.70亿,1.67亿,308.76万,3.36亿
1656,601900,南方传媒,14.34,0.28%,0.63%,4604.51万,3353.57万,1250.94万,7958.08万
1657,600639,浦东金桥,10.57,0.28%,0.52%,2523.81万,2164.72万,359.10万,4688.53万
1658,300115,长盈精密,25.15,0.28%,7.21%,10.63亿,13.78亿,-3.16亿,24.41亿
1659,300008,天海防务,7.22,0.28%,9.07%,5.25亿,5.63亿,-3853.47万,10.88亿
1660,2595,豪迈科技,56.69,0.28%,0.18%,4432.27万,3743.08万,689.19万,8175.36万
1661,919,金陵药业,7.27,0.28%,4.31%,8716.03万,9852.31万,-1136.28万,1.86亿
1662,863,三湘印象,3.59,0.28%,1.80%,3075.97万,4442.52万,-1366.55万,7518.49万
1663,1356,富岭股份,15.0,0.27%,5.18%,5177.43万,4585.55万,591.88万,9762.98万
1664,603021,ST华鹏,3.76,0.27%,1.49%,1014.63万,781.75万,232.88万,1796.38万
1665,603182,嘉华股份,14.95,0.27%,1.53%,1100.72万,1023.94万,76.78万,2124.66万
1666,600830,香溢融通,11.13,0.27%,4.80%,1.16亿,1.27亿,-1097.36万,2.43亿
1667,600177,雅戈尔,7.41,0.27%,0.24%,4680.27万,3685.36万,994.91万,8365.63万
1668,600100,同方股份,7.56,0.27%,0.94%,1.08亿,1.28亿,-2008.69万,2.37亿
1669,300679,电连技术,47.48,0.27%,1.73%,1.28亿,1.66亿,-3773.97万,2.94亿
1670,2649,博彦科技,14.68,0.27%,2.42%,1.03亿,9135.75万,1192.38万,1.95亿
1671,2637,赞宇科技,10.95,0.27%,1.46%,3438.93万,3607.35万,-168.42万,7046.29万
1672,957,中通客车,11.14,0.27%,1.99%,6348.19万,6807.62万,-459.43万,1.32亿
1673,301073,君亭酒店,23.01,0.26%,2.69%,5519.14万,5459.06万,60.07万,1.10亿
1674,2154,报喜鸟,3.87,0.26%,1.20%,3833.98万,2758.20万,1075.78万,6592.17万
1675,301058,中粮科工,11.62,0.26%,2.18%,6108.18万,6878.50万,-770.32万,1.30亿
1676,688588,凌志软件,15.53,0.26%,1.75%,5292.29万,5509.84万,-217.55万,1.08亿
1677,601878,浙商证券,11.51,0.26%,0.90%,2.21亿,2.50亿,-2904.88万,4.71亿
1678,601198,东兴证券,11.59,0.26%,0.79%,1.58亿,1.37亿,2085.31万,2.95亿
1679,600928,西安银行,3.88,0.26%,0.39%,3674.20万,3031.48万,642.72万,6705.68万
1680,600790,轻纺城,3.84,0.26%,0.56%,1944.99万,1212.66万,732.32万,3157.65万
1681,600657,信达地产,3.9,0.26%,0.66%,4502.31万,2799.69万,1702.61万,7301.99万
1682,600403,大有能源,3.89,0.26%,0.63%,3070.58万,2761.49万,309.10万,5832.07万
1683,600115,中国东航,3.85,0.26%,0.30%,1.32亿,6778.13万,6383.89万,1.99亿
1684,600064,南京高科,7.69,0.26%,0.86%,5420.93万,6062.68万,-641.75万,1.15亿
1685,2942,新农股份,18.96,0.26%,2.04%,2462.42万,2833.49万,-371.07万,5295.91万
1686,2824,和胜股份,19.41,0.26%,14.36%,2.27亿,3.05亿,-7731.74万,5.32亿
1687,2617,露笑科技,7.57,0.26%,2.31%,1.59亿,1.72亿,-1286.07万,3.31亿
1688,917,电广传媒,7.66,0.26%,1.63%,8447.11万,9247.56万,-800.45万,1.77亿
1689,301613,新铝时代,59.35,0.25%,6.09%,5754.32万,7201.22万,-1446.90万,1.30亿
1690,1338,永顺泰,11.89,0.25%,2.55%,3617.47万,3547.99万,69.48万,7165.47万
1691,301027,华蓝集团,15.74,0.25%,8.23%,7356.82万,7965.08万,-608.25万,1.53亿
1692,300895,铜牛信息,47.3,0.25%,4.75%,1.58亿,1.52亿,522.90万,3.10亿
1693,605336,帅丰电器,16.23,0.25%,1.19%,1738.44万,1786.81万,-48.37万,3525.25万
1694,601899,紫金矿业,20.3,0.25%,0.57%,11.86亿,12.05亿,-1884.80万,23.91亿
1695,600900,长江电力,27.76,0.25%,0.31%,11.15亿,9.50亿,1.64亿,20.65亿
1696,600863,内蒙华电,4.07,0.25%,0.54%,7941.31万,6452.37万,1488.94万,1.44亿
1697,600739,辽宁成大,11.92,0.25%,0.85%,7403.81万,8049.23万,-645.41万,1.55亿
1698,600716,凤凰股份,3.98,0.25%,1.04%,1667.32万,2194.95万,-527.63万,3862.27万
1699,300106,西部牧业,12.18,0.25%,9.90%,1.22亿,1.32亿,-1047.97万,2.54亿
1700,300096,ST易联众,3.99,0.25%,1.11%,870.67万,1021.54万,-150.87万,1892.22万
1701,2375,亚厦股份,4.02,0.25%,0.65%,1731.90万,1716.38万,15.52万,3448.28万
1702,39,中集集团,8.18,0.25%,1.21%,1.18亿,1.07亿,1129.74万,2.27亿
1703,688401,路维光电,41.3,0.24%,5.30%,1.11亿,1.40亿,-2954.78万,2.51亿
1704,1289,龙源电力,16.91,0.24%,0.06%,2681.79万,2766.55万,-84.76万,5448.35万
1705,3020,立方制药,28.72,0.24%,3.84%,6549.20万,8564.49万,-2015.30万,1.51亿
1706,688319,欧林生物,20.5,0.24%,1.14%,3930.26万,5427.46万,-1497.19万,9357.72万
1707,601827,三峰环境,8.5,0.24%,0.28%,2132.29万,1915.16万,217.12万,4047.45万
1708,301236,软通动力,54.28,0.24%,2.21%,3.92亿,4.22亿,-2975.76万,8.14亿
1709,603103,横店影视,16.75,0.24%,0.65%,3794.24万,3113.33万,680.90万,6907.56万
1710,601990,南京证券,8.41,0.24%,0.59%,1.04亿,7803.16万,2623.61万,1.82亿
1711,600988,赤峰黄金,24.58,0.24%,2.44%,4.98亿,4.97亿,112.38万,9.96亿
1712,600219,南山铝业,4.12,0.24%,0.65%,1.52亿,1.60亿,-783.00万,3.12亿
1713,300298,三诺生物,21.08,0.24%,2.71%,1.34亿,1.25亿,935.68万,2.59亿
1714,2245,蔚蓝锂芯,16.77,0.24%,6.73%,5.65亿,6.56亿,-9088.95万,12.21亿
1715,2168,*ST惠程,4.17,0.24%,1.95%,3028.53万,3196.09万,-167.56万,6224.63万
1716,2031,巨轮智能,8.21,0.24%,3.76%,3.00亿,3.11亿,-1019.78万,6.11亿
1717,582,北部湾港,8.34,0.24%,1.16%,8971.35万,8949.05万,22.30万,1.79亿
1718,550,江铃汽车,21.0,0.24%,0.81%,4207.35万,4507.16万,-299.81万,8787.18万
1719,333,美的集团,71.93,0.24%,0.35%,9.48亿,7.68亿,1.80亿,17.34亿
1720,1,平安银行,12.33,0.24%,0.35%,4.23亿,4.10亿,1277.57万,8.40亿
1721,2561,徐家汇,8.77,0.23%,2.14%,4008.72万,3764.94万,243.77万,7773.66万
1722,1368,通达创智,25.72,0.23%,8.07%,3090.35万,3566.74万,-476.39万,6657.09万
1723,2069,獐子岛,4.35,0.23%,2.04%,3261.68万,3097.74万,163.94万,6359.42万
1724,301007,德迈仕,39.41,0.23%,4.28%,1.21亿,1.35亿,-1392.26万,2.56亿
1725,300844,山水比德,44.35,0.23%,1.33%,2336.21万,2790.74万,-454.52万,5126.95万
1726,600824,益民集团,4.33,0.23%,1.52%,3156.20万,3784.16万,-627.96万,6940.36万
1727,600559,老白干酒,17.07,0.23%,1.76%,1.45亿,1.30亿,1479.47万,2.74亿
1728,300598,诚迈科技,43.84,0.23%,2.28%,1.09亿,1.07亿,210.84万,2.16亿
1729,300547,川环科技,39.94,0.23%,21.92%,7.88亿,7.76亿,1220.80万,15.64亿
1730,300355,蒙草生态,4.33,0.23%,2.55%,6126.93万,8894.62万,-2767.69万,1.50亿
1731,300271,华宇软件,8.77,0.23%,2.23%,7204.09万,8366.29万,-1162.20万,1.56亿
1732,2799,环球印务,8.63,0.23%,5.45%,7657.62万,7494.34万,163.28万,1.52亿
1733,2576,通达动力,17.63,0.23%,3.18%,4340.79万,4713.70万,-372.91万,9054.50万
1734,2368,太极股份,25.7,0.23%,1.74%,1.33亿,1.43亿,-1005.79万,2.76亿
1735,900,现代投资,4.36,0.23%,0.58%,2036.22万,1795.58万,240.64万,3831.80万
1736,55,方大集团,4.27,0.23%,1.12%,1492.41万,1711.48万,-219.08万,3229.42万
1737,88,盐田港,4.61,0.22%,1.23%,1.05亿,7258.11万,3211.65万,1.79亿
1738,1286,陕西能源,9.31,0.22%,0.93%,4471.34万,4589.93万,-118.59万,9061.26万
1739,301567,贝隆精密,44.9,0.22%,7.30%,3208.94万,3735.26万,-526.32万,6944.20万
1740,3006,百亚股份,27.25,0.22%,1.16%,7012.85万,6614.45万,398.40万,1.36亿
1741,300901,中胤时尚,18.04,0.22%,1.67%,3235.34万,3983.27万,-747.93万,7218.60万
1742,600234,科新发展,9.21,0.22%,1.29%,1480.73万,1618.79万,-138.05万,3099.52万
1743,9,中国宝安,9.2,0.22%,0.78%,9960.89万,8227.14万,1733.75万,1.85亿
1744,603609,禾丰股份,9.06,0.22%,0.73%,3098.24万,2954.12万,144.12万,6052.37万
1745,603368,柳药集团,18.35,0.22%,2.03%,7390.12万,7452.06万,-61.94万,1.48亿
1746,601236,红塔证券,9.05,0.22%,0.71%,1.48亿,1.55亿,-729.89万,3.03亿
1747,600933,爱柯迪,18.34,0.22%,1.09%,9699.91万,9855.82万,-155.91万,1.96亿
1748,600332,白云山,26.81,0.22%,0.58%,1.05亿,1.15亿,-921.66万,2.20亿
1749,600273,嘉化能源,8.94,0.22%,0.91%,5848.15万,5144.27万,703.88万,1.10亿
1750,300135,宝利国际,4.56,0.22%,4.40%,8628.16万,9788.82万,-1160.66万,1.84亿
1751,2839,张家港行,4.5,0.22%,1.24%,6380.73万,7302.31万,-921.58万,1.37亿
1752,2429,兆驰股份,4.56,0.22%,0.67%,6282.28万,7442.16万,-1159.88万,1.37亿
1753,2033,丽江股份,8.92,0.22%,2.13%,5665.16万,4763.36万,901.80万,1.04亿
1754,951,中国重汽,17.96,0.22%,0.94%,9564.97万,1.04亿,-812.88万,1.99亿
1755,2569,*ST步森,9.48,0.21%,0.69%,433.45万,482.46万,-49.01万,915.91万
1756,2984,森麒麟,19.34,0.21%,1.44%,9785.28万,1.01亿,-286.84万,1.99亿
1757,603073,彩蝶实业,18.91,0.21%,3.31%,1727.76万,1455.22万,272.54万,3182.97万
1758,2588,史丹利,9.38,0.21%,0.92%,3368.56万,4006.31万,-637.75万,7374.87万
1759,2991,甘源食品,57.86,0.21%,2.02%,2662.21万,3147.52万,-485.31万,5809.72万
1760,601500,通用股份,4.69,0.21%,1.00%,3715.21万,3686.47万,28.75万,7401.68万
1761,605377,华旺科技,9.36,0.21%,0.55%,1415.15万,1452.96万,-37.80万,2868.11万
1762,603025,大豪科技,14.25,0.21%,0.36%,2985.74万,2747.99万,237.75万,5733.72万
1763,601555,东吴证券,9.62,0.21%,1.34%,3.14亿,3.24亿,-991.94万,6.39亿
1764,600963,岳阳林纸,4.85,0.21%,0.95%,3713.29万,4326.20万,-612.91万,8039.49万
1765,600377,宁沪高速,14.09,0.21%,0.14%,4424.29万,3282.29万,1142.01万,7706.57万
1766,600325,华发股份,4.83,0.21%,0.96%,7102.98万,5739.53万,1363.45万,1.28亿
1767,300007,汉威科技,47.25,0.21%,9.51%,6.08亿,6.63亿,-5440.10万,12.71亿
1768,2807,江阴银行,4.69,0.21%,0.76%,4279.39万,4561.38万,-281.99万,8840.77万
1769,2092,中泰化学,4.85,0.21%,1.17%,6827.82万,7782.34万,-954.52万,1.46亿
1770,301307,美利信,25.3,0.20%,4.22%,5203.33万,6410.94万,-1207.61万,1.16亿
1771,3027,同兴科技,19.9,0.20%,3.18%,3446.16万,3164.65万,281.51万,6610.81万
1772,1317,三羊马,48.95,0.20%,9.09%,5883.22万,7160.30万,-1277.08万,1.30亿
1773,605090,九丰能源,29.45,0.20%,1.30%,1.51亿,1.04亿,4715.25万,2.56亿
1774,603100,川仪股份,20.46,0.20%,0.91%,5010.15万,4500.23万,509.92万,9510.38万
1775,603656,泰禾智能,19.65,0.20%,1.49%,2796.23万,2567.68万,228.55万,5363.91万
1776,601368,绿城水务,5.09,0.20%,0.64%,1240.44万,1637.34万,-396.90万,2877.77万
1777,601162,天风证券,5.01,0.20%,4.36%,9.45亿,9.43亿,263.20万,18.88亿
1778,600422,昆药集团,14.67,0.20%,1.69%,9469.00万,9300.90万,168.09万,1.88亿
1779,600299,安迪苏,10.23,0.20%,0.22%,2996.86万,3052.59万,-55.74万,6049.46万
1780,600026,中远海能,10.19,0.20%,0.58%,1.08亿,9751.45万,1087.77万,2.06亿
1781,300406,九强生物,15.14,0.20%,1.71%,5547.99万,5470.03万,77.96万,1.10亿
1782,2951,金时科技,15.4,0.20%,1.28%,3551.64万,4384.92万,-833.28万,7936.57万
1783,2948,青岛银行,5.02,0.20%,0.85%,5950.21万,7420.69万,-1470.48万,1.34亿
1784,2910,庄园牧场,10.26,0.20%,3.54%,3135.14万,3056.63万,78.52万,6191.76万
1785,2679,福建金森,10.19,0.20%,1.06%,1293.18万,1253.02万,40.17万,2546.20万
1786,2606,大连电瓷,9.88,0.20%,2.41%,5125.43万,4862.40万,263.04万,9987.84万
1787,2083,孚日股份,5.02,0.20%,1.18%,3049.77万,2555.64万,494.13万,5605.41万
1788,300795,米奥会展,15.54,0.19%,1.65%,2330.86万,2119.80万,211.06万,4450.66万
1789,2992,宝明科技,63.13,0.19%,1.20%,5353.12万,6536.03万,-1182.90万,1.19亿
1790,300098,高新兴,5.17,0.19%,1.91%,6828.85万,8346.56万,-1517.71万,1.52亿
1791,688575,亚辉龙,15.85,0.19%,1.42%,6791.83万,6117.85万,673.98万,1.29亿
1792,688663,新风光,30.86,0.19%,1.96%,5085.83万,3417.70万,1668.12万,8503.54万
1793,601995,中金公司,36.47,0.19%,0.52%,2.78亿,2.81亿,-337.10万,5.58亿
1794,688516,奥特维,36.07,0.19%,1.28%,6220.49万,7192.55万,-972.06万,1.34亿
1795,605100,华丰股份,20.69,0.19%,2.83%,5127.70万,4793.46万,334.24万,9921.15万
1796,603279,景津装备,16.02,0.19%,0.70%,3219.64万,3230.63万,-10.98万,6450.27万
1797,603156,养元饮品,21.46,0.19%,0.19%,2498.84万,2672.91万,-174.06万,5171.75万
1798,601216,君正集团,5.38,0.19%,0.52%,1.10亿,1.25亿,-1541.53万,2.35亿
1799,600713,南京医药,5.27,0.19%,0.80%,2896.03万,2515.52万,380.52万,5411.55万
1800,600323,瀚蓝环境,26.6,0.19%,0.54%,6772.37万,4966.42万,1805.95万,1.17亿
1801,600269,赣粤高速,5.15,0.19%,0.52%,3382.08万,2839.07万,543.01万,6221.15万
1802,300347,泰格医药,67.02,0.19%,2.11%,3.77亿,4.29亿,-5225.40万,8.06亿
1803,300205,*ST天喻,5.29,0.19%,1.30%,1306.64万,1670.89万,-364.25万,2977.53万
1804,2861,瀛通通讯,15.44,0.19%,4.20%,4894.04万,4820.06万,73.98万,9714.09万
1805,2053,云南能投,10.78,0.19%,0.38%,1679.03万,2048.02万,-368.99万,3727.04万
1806,2044,美年健康,5.26,0.19%,1.92%,1.71亿,2.21亿,-5010.80万,3.92亿
1807,786,北新建材,26.84,0.19%,0.64%,1.30亿,1.51亿,-2074.96万,2.81亿
1808,1259,利仁科技,27.93,0.18%,4.87%,1336.45万,1644.41万,-307.95万,2980.86万
1809,3011,海象新材,21.9,0.18%,2.82%,2330.77万,2486.57万,-155.79万,4817.34万
1810,300956,英力股份,17.15,0.18%,5.05%,9652.69万,8730.74万,921.96万,1.84亿
1811,603288,海天味业,38.56,0.18%,0.25%,2.62亿,2.82亿,-2013.61万,5.44亿
1812,603050,科林电气,16.83,0.18%,0.63%,1746.04万,2494.17万,-748.13万,4240.21万
1813,601928,凤凰传媒,11.17,0.18%,0.32%,4905.23万,4073.21万,832.01万,8978.43万
1814,600873,梅花生物,10.99,0.18%,0.79%,1.10亿,1.37亿,-2775.03万,2.47亿
